0	160	8	8
1	170	9	9
2	190	10	10
3	210	11	11
4	240	12	12
5	260	13	13
6	280	14	13
7	300	15	14
8	320	15	15
9	330	16	15
10	350	16	16
11	360	17	17
12	380	17	18
13	390	18	18
14	400	18	19
15	410	19	20
16	430	19	21
17	440	20	22
18	450	21	22
19	460	21	23
20	470	22	24
21	480	22	24
22	490	23	25
23	500	23	25
24	510	24	26
25	520	24	26
26	530	25	27
27	540	25	27
28	550	26	28
29	560	26	28
30	570	27	29
31	580	28	29
32	590	28	30
33	600	29	30
34	610	29	31
35	620	30	31
36	630	31	32
37	650	31	33
38	660	32	33
39	680	33	34
40	690	34	35
41	710	35	36
42	720	35	37
43	730	36	37
44	740	37	38
45	750	37	XX
46	750	38	XX
47	760	38	XX
48	760	XX	XX
