0	160	8	8
1	180	9	9
2	200	10	10
3	220	11	11
4	240	12	12
5	260	13	12
6	280	14	13
7	300	15	14
8	320	16	14
9	330	16	15
10	350	17	16
11	360	17	16
12	370	18	17
13	390	18	18
14	400	19	19
15	410	20	19
16	420	20	20
17	430	21	21
18	440	22	22
19	450	22	23
20	460	23	23
21	470	23	24
22	480	24	25
23	490	24	26
24	500	25	26
25	510	25	27
26	520	26	27
27	530	26	28
28	540	27	28
29	550	27	29
30	560	28	29
31	570	28	30
32	580	29	30
33	590	29	31
34	600	30	32
35	610	30	32
36	620	31	33
37	630	31	34
38	640	32	34
39	660	33	35
40	680	33	36
41	690	34	37
42	710	34	37
43	730	35	38
44	740	36	38
45	750	36	XX
46	750	37	XX
47	760	38	XX
48	760	XX	XX
