0	10	10	200
1	10	10	210
2	10	10	220
3	10	11	230
4	11	12	250
5	12	13	260
6	13	13	280
7	14	14	290
8	15	15	310
9	15	16	320
10	16	17	340
11	17	18	350
12	17	18	360
13	18	19	380
14	19	20	390
15	19	20	400
16	20	21	420
17	20	22	430
18	21	22	440
19	22	23	450
20	22	23	460
21	23	24	470
22	24	25	480
23	24	25	490
24	25	26	500
25	25	26	510
26	26	27	520
27	27	27	520
28	27	28	530
29	28	29	540
30	28	29	540
31	29	30	550
32	29	30	560
33	30	31	570
34	30	31	580
35	31	32	590
36	31	33	590
37	32	33	600
38	32	34	610
39	33	35	620
40	33	35	630
41	34	36	640
42	34	38	650
43	35	39	650
44	35	40	660
45	36	XX	670
46	36	XX	680
47	37	XX	690
48	37	XX	700
49	38	XX	710
50	39	XX	720
51	39	XX	730
52	40	XX	740
53	XX	XX	750
54	XX	XX	770
55	XX	XX	780
56	XX	XX	790
57	XX	XX	800
58	XX	XX	800
