0	10	10	200
1	10	10	200
2	10	10	210
3	10	10	230
4	11	11	250
5	11	12	260
6	12	13	270
7	13	13	290
8	14	14	300
9	14	15	320
10	15	16	330
11	16	16	340
12	16	17	360
13	17	18	370
14	17	18	390
15	18	19	400
16	18	20	410
17	19	20	420
18	20	21	430
19	20	22	440
20	21	23	450
21	21	23	460
22	22	24	470
23	23	25	480
24	23	25	490
25	24	26	500
26	24	27	510
27	25	28	510
28	25	28	520
29	26	29	530
30	26	30	540
31	27	30	540
32	28	31	550
33	28	32	560
34	29	32	570
35	29	33	580
36	29	34	590
37	30	34	600
38	30	35	600
39	31	36	610
40	31	37	620
41	32	38	630
42	32	39	640
43	33	40	650
44	33	40	660
45	34	XX	660
46	35	XX	670
47	35	XX	680
48	36	XX	690
49	37	XX	700
50	37	XX	710
51	39	XX	710
52	40	XX	720
53	XX	XX	730
54	XX	XX	750
55	XX	XX	760
56	XX	XX	770
57	XX	XX	790
58	XX	XX	800
