0	10	10	200
1	10	10	200
2	10	10	210
3	10	11	220
4	11	11	240
5	12	12	250
6	13	13	260
7	13	14	280
8	14	15	290
9	15	15	300
10	15	16	310
11	16	16	330
12	17	17	340
13	17	17	350
14	18	18	360
15	18	18	370
16	19	19	390
17	19	19	400
18	19	20	410
19	20	20	420
20	20	21	430
21	21	21	450
22	21	22	460
23	22	22	470
24	23	23	480
25	23	23	490
26	24	24	500
27	24	24	510
28	25	25	510
29	25	26	520
30	26	26	530
31	26	27	530
32	27	28	540
33	27	28	550
34	28	29	550
35	28	29	560
36	29	30	570
37	29	31	580
38	30	31	590
39	30	32	590
40	31	33	600
41	31	34	610
42	32	36	620
43	32	38	630
44	33	40	640
45	34	XX	650
46	34	XX	660
47	35	XX	670
48	36	XX	680
49	37	XX	690
50	38	XX	700
51	39	XX	710
52	40	XX	720
53	XX	XX	740
54	XX	XX	750
55	XX	XX	770
56	XX	XX	780
57	XX	XX	790
58	XX	XX	800
