0	10	10	200
1	10	10	210
2	10	10	220
3	11	11	230
4	12	12	250
5	13	13	260
6	13	14	280
7	14	15	290
8	15	16	310
9	16	17	320
10	17	17	330
11	17	18	340
12	18	19	350
13	18	20	360
14	19	20	370
15	20	21	380
16	20	21	390
17	21	22	400
18	21	23	420
19	22	23	430
20	23	24	440
21	23	24	440
22	24	25	450
23	24	25	460
24	25	26	470
25	25	27	480
26	26	27	490
27	27	28	500
28	27	28	510
29	28	29	520
30	28	29	520
31	29	30	530
32	29	31	540
33	30	31	550
34	30	32	560
35	31	33	570
36	31	33	580
37	32	34	590
38	32	35	590
39	33	35	600
40	33	36	610
41	34	37	620
42	34	39	630
43	35	39	640
44	35	40	650
45	36	XX	660
46	37	XX	670
47	37	XX	680
48	38	XX	680
49	39	XX	690
50	39	XX	700
51	40	XX	710
52	40	XX	730
53	XX	XX	740
54	XX	XX	760
55	XX	XX	770
56	XX	XX	790
57	XX	XX	800
58	XX	XX	800
